,fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
471,"MOKHLOS SETEIAS, Greece (782)","Kardamyla, Greece (KDM)",PSARA GLORY,AGIA MARINI NE,7.0,3.0,Cabin-4 Beds [A4K],201.0,Having many children,47.382676237541304,1988-05-23,10:52:11,1900-01-01 23:34:11,F,1979-06-12,Jersey,+1-610-920-4807x4078,Nicole,Hampton,Nicole.Hampton@gmail.com,GB86RYQV30794832913250,Nicole,Hampton,10/31
472,"Lefkandi, Greece (LEF)","Aigion, Greece (AEN)",BLUE GALAXY,MINOAN LINES,6.0,2.0,Cabin-3 Beds (Ext.) [A3],225.0,College Student,21.70123792223427,2023-01-14,14:43:08,1900-01-01 19:28:08,F,1980-08-29,Slovenia,+1-433-678-4701,Katherine,Irwin,Katherine.Irwin@gmail.com,GB32GRAM46737161421593,Katherine,Irwin,05/23
473,"KUPARISSI LAKONIAS, Greece (762)","Kastos Island, Greece (KSI)",PANAGIA SKIADENI,ANES FERRIES,4.0,3.0,Cabin-2 Beds (Ext.) [A2],396.0,Three Children,20.314292396475665,2001-02-01,14:56:44,1900-01-02 05:10:44,F,1974-01-25,Heard Island and McDonald Islands,(460)702-0898x5803,Michelle,Robinson,Michelle.Robinson@gmail.com,GB56YKSK36213895796355,Michelle,Robinson,01/30
474,"Vrisakia, Greece (VRI)","PEUKOKHORI KHALKIDIKES, Greece (851)",KALYMNOS DOLPHIN,ΑΤΤΙCA GROUP,1.0,1.0,Cabin-3 Beds [AB3],472.0,No discount,64.73324320128216,1993-12-24,10:49:05,1900-01-01 23:01:05,M,1984-06-30,Gibraltar,(187)931-1806x03811,Maurice,Solis,Maurice.Solis@gmail.com,GB36ZWXR84884219239493,Maurice,Solis,03/24
475,"Orei, Greece (ORE)","LIMENARIA THASOU, Greece (767)",FLYINGCAT 4,SAOS,7.0,1.0,Cabin-4 Beds [A4K],275.0,Three Children,65.45462293713975,1979-09-29,09:17:34,1900-01-02 01:30:34,F,2004-03-04,Sao Tome and Principe,+1-672-158-5795x51269,Kristen,Burnett,Kristen.Burnett@gmail.com,GB29AEOV87373339623163,Kristen,Burnett,09/32
476,"Psakhna, Greece (PSA)","Agiokampos Larissas, Greece (AGK)",POWER JET,AGIA MARINI NE,6.0,7.0,Cabin-3 Beds (Ext.) [A3],248.0,No discount,66.86980991642022,2016-09-24,01:03:37,1900-01-01 15:32:37,F,1999-07-31,Costa Rica,5514153312,Breanna,Coleman,Breanna.Coleman@gmail.com,GB61QFLV50167159091351,Breanna,Coleman,07/28
477,"Stratoni, Greece (STI)","Thymaina Island, Greece (THM)",H/S/C SANTORINI PALACE,SEAJETS,10.0,11.0,Cabin-3 Beds (Ext.) [A3],260.0,Having many children,28.284980976145803,2011-11-06,03:33:19,1900-01-01 16:29:19,F,1994-03-20,Canada,+1-576-700-0850,Cathy,Harris,Cathy.Harris@gmail.com,GB08DWIU78492902854869,Cathy,Harris,09/27
478,"Lavrion (Laurium), Greece (LAV)","PUDNA PIERIAS, Greece (823)",EXPRESS SKOPELITIS,DODEKANISSOS SEAWAYS,5.0,6.0,Deck/Living Room [D] ,279.0,No discount,31.711384194732144,2003-05-01,04:28:56,1900-01-01 22:31:56,F,2002-07-03,Bermuda,001-610-697-0969x589,Mary,Carlson,Mary.Carlson@gmail.com,GB19HPCX51594480895240,Mary,Carlson,09/27
479,"Yerakini, Greece (YER)","EPANOME THESSALONIKES, Greece (735)",CHAMPION JET1,AEGEAN FLYING DOLPHINS,3.0,2.0,Aviation Seat [ATS],189.0,Hoplites,19.875074688551138,2001-10-08,04:21:07,1900-01-01 23:02:07,M,1982-03-27,Sao Tome and Principe,293-994-7286x0113,Brandon,Morgan,Brandon.Morgan@gmail.com,GB72FLXH58373616838656,Brandon,Morgan,06/24
480,"MOURTOS THESPROTIAS, Greece (781)","Agia Marina Aiginas, Greece (AMR)",BLUE STAR DELOS,ΑΤΤΙCA GROUP,8.0,4.0,Cabin-3 Beds (Ext.) [A3],257.0,No discount,65.4220895737074,1997-12-19,20:26:10,1900-01-02 11:14:10,F,1999-01-28,Ecuador,001-743-439-8636x2481,Brenda,Nguyen,Brenda.Nguyen@gmail.com,GB44FIHY64912808473589,Brenda,Nguyen,01/30
481,"Halikarnassus (Bodrum), Greece (TRBXN)","Nafplion, Greece (NAF)",FOIVOS,AGIA MARINI NE,2.0,1.0,Cabin-3 Beds (Ext.) [A3],225.0,Three Children,12.293433928136597,1999-02-01,02:14:32,1900-01-01 12:33:32,F,1972-10-16,Solomon Islands,001-497-980-7394x54474,Joanna,Garcia,Joanna.Garcia@gmail.com,GB18NSXK10448020388701,Joanna,Garcia,12/30
482,"IERAX (GERAKAS) LAKONIAS, Greece (739)","NEA PERAMOS, Greece (902)",BLUE CARRIER 1,KATEROS,7.0,1.0,Cabin-2 Beds (Ext.) [AA2],84.0,Three Children,14.242325092266439,2019-08-04,14:45:44,1900-01-01 23:20:44,F,1974-02-27,Algeria,543-968-0968,Kayla,Hobbs,Kayla.Hobbs@gmail.com,GB32CVDM72016878064552,Kayla,Hobbs,08/24
483,"Mesta Hiou, Greece (MHI)","Agia Kyriaki (Trikeri Magnisia), Greece (AKM)",NIKOLAOS,KERKYRAIKES GRAMMES,7.0,1.0,Cabin-2 Beds (Ext.) [AA2],125.0,No discount,21.47143711890549,1995-09-21,06:15:56,1900-01-01 18:21:56,M,1978-06-10,Cambodia,(661)043-2181,Frank,Rivers,Frank.Rivers@gmail.com,GB17DXDX18804646002898,Frank,Rivers,05/27
484,"Plataria, Greece (PTI)","Amoliani, Greece (AMI)",Η/S/F KNOSSOS PALACΕ,MIKRES KYKLADES,8.0,2.0,Cabin-4 Beds (Ext.) [A4],419.0,College Student,67.85893064797952,1980-05-16,05:51:21,1900-01-01 17:28:21,F,1971-06-04,Chile,(123)397-5510,Marilyn,Winters,Marilyn.Winters@gmail.com,GB42XOVH98889245240198,Marilyn,Winters,11/29
485,"Vouliagmeni, Greece (VLM)","Antiparos, Greece (ANP)",DODEKANISOS PRIDE,ANE KALYMNOU,3.0,3.0,Cabin-3 Beds [AB3],328.0,Hoplites,80.91510718838398,1991-06-02,22:56:30,1900-01-02 00:53:30,F,1984-04-02,Slovenia,001-135-958-1862x8153,Stacy,Hernandez,Stacy.Hernandez@gmail.com,GB53YSIU60726603758548,Stacy,Hernandez,06/30
486,"Kalamata, Greece (KLX)","Psakhna, Greece (PSA)",F/B PORFYROUSA,DODEKANISSOS SEAWAYS,6.0,5.0,Deck/Living Room [D] ,92.0,Hoplites,52.140711759869454,2012-02-05,10:48:37,1900-01-02 05:11:37,M,1974-08-05,Slovakia (Slovak Republic),(950)589-0412x67865,Michael,Bailey,Michael.Bailey@gmail.com,GB30MXRZ76234320367852,Michael,Bailey,05/26
487,"Vathy (Port Vathy), Greece (VTH)","Katapola, Greece (KTP)",Η/S/F KNOSSOS PALACΕ,SEAJETS,9.0,4.0,Cabin-4 Beds [A4K],500.0,Having many children,20.92543494991921,2006-07-04,11:32:24,1900-01-02 01:55:24,M,2000-11-29,South Africa,+1-278-764-5456x0205,Darrell,Martin,Darrell.Martin@gmail.com,GB83JXMI24863964408396,Darrell,Martin,01/27
488,"Nisiros, Greece (NIS)","Tilos, Greece (TIL)",SUPERRUNNER JET,AGIA MARINI NE,3.0,2.0,Cabin-3 Beds (Ext.) [A3],243.0,College Student,65.96770317369395,1980-04-16,06:10:15,1900-01-01 16:31:15,M,1995-11-05,Holy See (Vatican City State),552.967.3927x828,Brandon,Mckinney,Brandon.Mckinney@gmail.com,GB43DKQZ11416995431654,Brandon,Mckinney,05/29
489,"Ierissos, Greece (IES)","Kontias Limnou, Greece (KNS)",MEGAJET,TWOWAY FERRIES,7.0,1.0,Cabin-4 Beds [AB4],311.0,Having many children,13.547783167686857,1976-08-06,09:20:17,1900-01-02 04:50:17,F,1981-10-04,Netherlands Antilles,335-599-1271,Lindsey,Moore,Lindsey.Moore@gmail.com,GB54YPCY40497179666574,Lindsey,Moore,09/23
490,"ALMUROPOTAMOS, Greece (063)","MOURTOS THESPROTIAS, Greece (781)",PANAGIA SPILIANI,MIKRES KYKLADES,2.0,2.0,Cabin-2 Beds (Ext.) [AA2],198.0,College Student,95.81671992266868,1977-12-05,08:28:10,1900-01-01 12:42:10,M,1998-02-05,Northern Mariana Islands,001-013-666-5437,George,Johnson,George.Johnson@gmail.com,GB30AZRJ62061017237885,George,Johnson,02/25
491,"Kalymnos, Greece (KMI)","Kalamaki, Greece (KLM)",AQUA JEWEL,TRITON FERRIES,7.0,1.0,Cabin-2 Beds (Ext.) [AA2],402.0,Hoplites,53.299330277203175,2018-12-09,03:03:48,1900-01-01 09:52:48,M,1988-08-29,Saint Pierre and Miquelon,001-543-318-0161x54437,William,Osborne,William.Osborne@gmail.com,GB02DGIN70932485163704,William,Osborne,08/23
492,"Syros (Syra), Greece (JSY)","Pylos, Greece (PYL)",ANDREAS KALVOS,DODEKANISSOS SEAWAYS,9.0,7.0,Cabin-4 Beds (Ext.) [A4],255.0,Three Children,82.32939520717184,1972-03-02,19:12:04,1900-01-02 03:20:04,F,1982-01-16,Morocco,5942352060,Brianna,Norton,Brianna.Norton@gmail.com,GB53WEIW29164726383836,Brianna,Norton,04/23
493,"Soupri, Greece (SOR)","Politika, Greece (PTK)",HIGHSPEED 4,SEA SPEED FERRIES,9.0,7.0,Cabin-3 Beds (Ext.) [A3],128.0,Retired NAT,25.27082979962691,2000-11-25,18:07:44,1900-01-02 02:38:44,F,1987-04-09,Sao Tome and Principe,128.908.3915,Linda,Wells,Linda.Wells@gmail.com,GB37QWVD10251561698336,Linda,Wells,10/27
494,"Malessina, Greece (MSA)","KOTSINAS LEMNOU, Greece (758)",EXPRESS SKIATHOS,GOUTOS LINES,8.0,7.0,Cabin-2 Beds (Ext.) [A2],1.0,No discount,90.22161354679045,2013-11-13,05:37:27,1900-01-01 17:46:27,F,1986-09-10,Marshall Islands,001-701-966-0092,Deborah,Calderon,Deborah.Calderon@gmail.com,GB87WLOK76018145756671,Deborah,Calderon,05/31
495,"Glossa, Greece (GLO)","Salonika, Greece (SNK)",F/B KRITI II,SEA SPEED FERRIES,8.0,8.0,Aviation Seat [ATS],496.0,Three Children,91.54786609010866,2023-06-24,10:06:58,1900-01-01 11:58:58,M,1986-02-15,New Caledonia,990.067.4691,John,Jones,John.Jones@gmail.com,GB60CGYJ35027707498976,John,Jones,10/24
496,"Akhillion, Greece (AKH)","Salonika, Greece (SNK)",NAXOS JET,KATEROS,10.0,3.0,Cabin-4 Beds [A4K],288.0,College Student,49.144158669083126,1992-03-16,22:03:12,1900-01-02 16:28:12,M,1980-04-28,United States Minor Outlying Islands,+1-990-110-3987x3552,David,Casey,David.Casey@gmail.com,GB88LOPF45851129349163,David,Casey,01/28
497,"Igoumenitsa, Greece (IGO)","Edipsos, Greece (EDI)",ADAMANTIOS KORAIS,ANEK LINES,6.0,7.0,Cabin-2 Beds [A2K],271.0,No discount,68.31940735091675,2010-08-10,20:21:30,1900-01-02 04:22:30,M,1987-08-31,Lesotho,+1-756-249-6209x3692,Kyle,Meyers,Kyle.Meyers@gmail.com,GB09YYHD86763882378847,Kyle,Meyers,10/28
498,"Saint Nicolas, Greece (STN)","Katerini, Greece (KEI)",SIMI,IONION PELAGOS NE,8.0,4.0,Cabin-2 Beds [A2K],348.0,Having many children,95.38990924763793,2008-07-11,18:34:38,1900-01-02 03:41:38,F,2000-06-05,Uruguay,195.391.6853x41441,Wendy,Phillips,Wendy.Phillips@gmail.com,GB92KMZS64656068051265,Wendy,Phillips,11/27
499,"Kardamyla, Greece (KDM)","Tinos, Greece (TIN)",F/B PREVELIS,KATEROS,1.0,2.0,Cabin-4 Beds (Ext.) [A4],266.0,No discount,85.00025632645395,2019-11-19,03:07:56,1900-01-01 16:14:56,M,1973-08-20,Malta,(131)107-2312x85523,Alexander,Dennis,Alexander.Dennis@gmail.com,GB42BTKK16680690821133,Alexander,Dennis,09/30
500,"Stavros Halkidikis, Greece (SHA)","Lefkandi, Greece (LEF)",H/S/F HELLENIC SPIRIT,SEA SPEED FERRIES,1.0,1.0,Cabin-3 Beds (Ext.) [A3],296.0,No discount,45.87907971654623,1989-10-07,22:43:41,1900-01-02 17:21:41,F,1992-03-22,Maldives,467-442-9145x33532,Debra,Bowen,Debra.Bowen@gmail.com,GB78KHWB43080457052704,Debra,Bowen,08/25
501,"Platania, Greece (PIA)","Antikyra, Greece (ATK)",FLYINGCAT 4,AEGEAN FLYING DOLPHINS,5.0,6.0,Cabin-3 Beds [AB3],38.0,Having many children,86.96990461073476,1985-09-12,04:12:38,1900-01-01 10:46:38,M,1991-02-24,Bangladesh,(936)186-5224x665,Kevin,Ibarra,Kevin.Ibarra@gmail.com,GB11URQI51920278452442,Kevin,Ibarra,10/25
502,"Alexandroupolis, Greece (AXD)","Mirina, Greece (MYR)",DODEKANISOS PRIDE,SARONIC FERRIES,3.0,4.0,Cabin-2 Beds [A2K],165.0,No discount,22.526941439521877,2016-11-28,09:43:42,1900-01-02 02:09:42,M,1993-11-01,Christmas Island,+1-542-378-7954x852,Alan,Ward,Alan.Ward@gmail.com,GB53AOXO87950291435522,Alan,Ward,11/32
503,"Kiparissia, Greece (KIP)","Chalkida, Greece (CLK)",F/B KRITI I,SEA SPEED FERRIES,10.0,8.0,Cabin-2 Beds (Ext.) [A2],209.0,No discount,36.67910789877758,2011-04-19,20:51:10,1900-01-02 11:08:10,F,1996-12-18,Honduras,565-282-9317,Madeline,Brown,Madeline.Brown@gmail.com,GB53LDVV29977949010133,Madeline,Brown,06/24
504,"Kythnos, Greece (KYT)","Amfilochia, Greece (AMF)",BLUE STAR NAXOS,ΑΤΤΙCA GROUP,7.0,4.0,Cabin-4 Beds [A4K],384.0,College Student,95.5646431977534,1990-11-12,22:34:43,1900-01-02 15:16:43,F,1973-09-26,Sweden,+1-592-725-9201x085,Olivia,Anderson,Olivia.Anderson@gmail.com,GB07REFG80972471495622,Olivia,Anderson,10/27
505,"Glyfa Fthiotidas, Greece (GLY)","MARONEIA AG. KHARALAMPOU, Greece (099)",CORFU SPIRIT,AGIA MARINI NE,10.0,7.0,Cabin-4 Beds (Ext.) [A4],75.0,Three Children,47.29594003715632,2018-08-03,23:20:59,1900-01-02 13:39:59,M,1988-12-07,Pitcairn Islands,(691)225-4114x477,Paul,Hall,Paul.Hall@gmail.com,GB41NLHL68545466363946,Paul,Hall,12/24
506,"Artemis, Greece (TEM)","Thirasia, Greece (TRS)",ACHAIOS,ANES FERRIES,9.0,8.0,Cabin-2 Beds (Ext.) [A2],376.0,Three Children,40.574527767087105,2009-09-21,11:19:56,1900-01-01 18:55:56,M,1981-07-26,Niue,2160332647,Jerome,Boyd,Jerome.Boyd@gmail.com,GB61IXHM87702995152042,Jerome,Boyd,07/32
507,"Vrisakia, Greece (VRI)","KHRUSOMELIA (PHOURNOI), Greece (905)",DIONYSIOS SOLOMOS,KARISTIA,2.0,1.0,Aviation Seat [ATS],416.0,Three Children,43.4275720560669,1996-11-10,04:51:44,1900-01-01 07:40:44,M,1987-11-17,Mauritania,562.042.0740,Jonathan,Orr,Jonathan.Orr@gmail.com,GB21MWOZ80121236017530,Jonathan,Orr,12/31
508,"Adamas Milos, Greece (ADL)","Sagiada Thesprotias, Greece (SGT)",Η/S/F KNOSSOS PALACΕ,MIKRES KYKLADES,4.0,2.0,Deck/Living Room [D] ,330.0,Retired NAT,84.90561857045594,2011-04-06,13:16:37,1900-01-01 18:07:37,F,1979-11-23,Czech Republic,+1-879-579-1284,Lisa,Garcia,Lisa.Garcia@gmail.com,GB44UUYF74583926061294,Lisa,Garcia,08/24
509,"Lakkion, Greece (PKK)","Neon Karlovasion, Greece (KAR)",FLYING DOLPHIN 17,TWOWAY FERRIES,2.0,1.0,Deck/Living Room [D] ,282.0,Three Children,83.6051232979481,1977-04-02,20:03:05,1900-01-02 02:19:05,M,2002-12-24,Northern Mariana Islands,972-488-2947x504,Richard,Watson,Richard.Watson@gmail.com,GB33LUYT46439383646419,Richard,Watson,02/33
510,"PURGOS KARUSTIAS EUBOIAS, Greece (824)","Mirina, Greece (MYR)",FLYINGCAT 5,KERKYRAIKES GRAMMES,8.0,8.0,Aviation Seat [ATS],275.0,College Student,69.1507244955747,2015-10-12,05:08:46,1900-01-01 23:45:46,F,1977-03-23,Liechtenstein,036-849-8677x599,Lisa,Dillon,Lisa.Dillon@gmail.com,GB20THZG79590919796056,Lisa,Dillon,04/28
511,"Politika, Greece (PTK)","Palaia Fokaia, Greece (PFA)",DODEKANISOS PRIDE,FAST FERRIES,10.0,11.0,Cabin-2 Beds (Ext.) [AA2],99.0,Having many children,97.95772006051175,1984-09-09,21:23:54,1900-01-02 10:36:54,F,2000-12-10,Mali,(416)867-9589x866,Erica,Graves,Erica.Graves@gmail.com,GB61TLTX47899286386585,Erica,Graves,06/25
512,"MARPISSA PAROS, Greece (773)","Isthmia, Greece (ITM)",F/B KIDON,DODEKANISSOS SEAWAYS,10.0,6.0,Cabin-4 Beds [A4K],24.0,No discount,41.84602548238709,1985-03-21,11:46:05,1900-01-01 19:23:05,M,1986-02-20,Liberia,160-157-1477x14738,Eugene,Keller,Eugene.Keller@gmail.com,GB11ZNNE55135732553975,Eugene,Keller,03/27
513,"Menidi, Greece (MEN)","Sigri Lesvou, Greece (SGR)",Η/S/F FESTOS PALACΕ,SARONIC FERRIES,9.0,7.0,Cabin-2 Beds (Ext.) [AA2],91.0,Hoplites,41.26749832042397,2013-02-26,06:19:50,1900-01-01 20:05:50,F,1998-02-05,Bahamas,9296866456,Charlene,Walker,Charlene.Walker@gmail.com,GB20QUDS36273210862255,Charlene,Walker,02/30
514,"KERAMEIA LESVOS, Greece (751)","AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)",HIGHSPEED 4,DODEKANISSOS SEAWAYS,1.0,2.0,Cabin-4 Beds [A4K],321.0,College Student,95.40984788940534,1991-05-26,11:35:40,1900-01-01 23:43:40,M,2003-10-09,Bosnia and Herzegovina,(181)094-6204x88403,Shawn,Moran,Shawn.Moran@gmail.com,GB26ZCUK59098392215455,Shawn,Moran,12/25
515,"Lefkimmi, Greece (LFK)","Antiparos, Greece (ANP)",HIGHSPEED 4,SARONIC FERRIES,9.0,5.0,Cabin-3 Beds (Ext.) [A3],396.0,Hoplites,27.689564387708256,2022-11-11,07:31:37,1900-01-01 16:16:37,M,1993-10-30,Eritrea,062.977.7611,Mark,Ball,Mark.Ball@gmail.com,GB68QZSX70238506167496,Mark,Ball,12/27
516,"Agistri Aiginas, Greece (AGG)","Skiros, Greece (SKU)",NISOS RODOS,ANES FERRIES,9.0,5.0,Cabin-3 Beds [AB3],39.0,College Student,84.86885344276514,1993-11-06,04:51:52,1900-01-01 10:17:52,M,1985-03-09,Guam,+1-796-576-1269x796,Alan,Reed,Alan.Reed@gmail.com,GB87URAS10182332164589,Alan,Reed,01/33
517,"Vouliagmeni, Greece (VLM)","Kardamyla, Greece (KDM)",ANDROS JET,MIKRES KYKLADES,2.0,3.0,Cabin-4 Beds [A4K],329.0,Three Children,98.74796670213105,2005-01-12,00:42:54,1900-01-01 12:32:54,F,1995-10-01,Italy,+1-468-787-4184x471,Yvette,Hall,Yvette.Hall@gmail.com,GB33XUBW65332722484854,Yvette,Hall,06/32
518,"Saint George, Greece (SGB)","Petra, Greece (PLV)",ARIADNI,IONION PELAGOS NE,2.0,2.0,Cabin-3 Beds (Ext.) [A3],343.0,No discount,39.019548927714965,2004-08-29,21:54:39,1900-01-02 05:11:39,F,2001-11-11,Portugal,+1-584-911-1097x47322,Patricia,Allen,Patricia.Allen@gmail.com,GB42PAAP71552584632233,Patricia,Allen,08/30
519,"Agios Efstratios, Greece (AGO)","ALUKE BOLOU, Greece (711)",FAST FERRIES ANDROS,SEBECO LINES,7.0,1.0,Cabin-2 Beds (Ext.) [AA2],386.0,Hoplites,36.863122984081585,2003-11-30,12:28:13,1900-01-01 19:21:13,M,1995-12-18,Peru,433-781-5066x33352,Dennis,Ochoa,Dennis.Ochoa@gmail.com,GB61OETR85279315062229,Dennis,Ochoa,05/30
520,"ARMENISTES RODOU, Greece (718)","Ermioni, Greece (ERM)",ACHAIOS,AGIA MARINI NE,5.0,1.0,Deck/Living Room [D] ,172.0,College Student,27.545123699822646,1989-08-18,13:26:55,1900-01-02 01:02:55,M,1973-04-03,Finland,001-651-900-7696x8952,Joseph,Morales,Joseph.Morales@gmail.com,GB24LWCM72253315151568,Joseph,Morales,09/24
521,"Methoni, Greece (MET)","Perea, Greece (PRR)",SIFNOS JET,DODEKANISSOS SEAWAYS,7.0,5.0,Cabin-4 Beds [AB4],5.0,Retired NAT,86.17320872994947,1986-07-04,09:06:15,1900-01-01 22:05:15,M,1976-01-18,Dominican Republic,(762)828-7961x848,John,Lucas,John.Lucas@gmail.com,GB85DEXS96952960269869,John,Lucas,12/24
522,"Petries Evvoias, Greece (PRE)","Navpaktos, Greece (NPK)",ZEFYROS,DODEKANISSOS SEAWAYS,5.0,3.0,Cabin-4 Beds [A4K],293.0,College Student,14.586167253838747,1983-01-21,16:51:08,1900-01-01 22:10:08,F,1995-05-22,Philippines,366-866-4326,Jenny,King,Jenny.King@gmail.com,GB67NEBQ90432132643979,Jenny,King,12/24
523,"Larymna, Greece (LRY)","Symi, Greece (SYM)",F/B KRITI I,ΑΤΤΙCA GROUP,1.0,1.0,Cabin-4 Beds [AB4],143.0,Hoplites,12.44668158280837,1979-09-02,22:11:55,1900-01-02 05:35:55,M,1972-01-08,Argentina,450.193.7631x75320,Timothy,Owens,Timothy.Owens@gmail.com,GB50IJRQ83141920551574,Timothy,Owens,08/23
524,"Aigion, Greece (AEN)","Vatika Bay, Greece (VAB)",MARMARI EXPRESS,AEGEAN FLYING DOLPHINS,9.0,3.0,Cabin-4 Beds [A4K],131.0,College Student,71.10655136607522,2013-05-12,22:48:04,1900-01-02 00:36:04,F,1988-02-22,Maldives,(517)145-5140x717,Amber,Dennis,Amber.Dennis@gmail.com,GB22WVDR44803511412569,Amber,Dennis,04/30
525,"Mylaki, Greece (MYL)","Agia Pelagia, Greece (APE)",SEMPEKO 2,SEAJETS,2.0,1.0,Cabin-4 Beds (Ext.) [A4],355.0,Having many children,31.31450441441569,1982-09-25,14:29:02,1900-01-02 07:11:02,M,1993-07-31,Cote d'Ivoire,514-068-5969x0235,Ryan,Bowen,Ryan.Bowen@gmail.com,GB81PIQE83520865044221,Ryan,Bowen,01/24
526,"Mirties Kalimnou, Greece (MRS)","Antiparos, Greece (ANP)",PAROS JET,LEBANTE FERRIES,10.0,7.0,Cabin-3 Beds [AB3],78.0,College Student,88.75813146275037,2016-10-22,10:45:45,1900-01-01 12:09:45,F,1989-11-25,Iraq,811.531.5339x53514,Robin,Owen,Robin.Owen@gmail.com,GB98WSHI80800216566374,Robin,Owen,07/30
527,"Leonidion, Greece (LND)","Rhodes, Greece (RHO)",FLYING DOLPHIN 17,SARONIC FERRIES,10.0,3.0,Cabin-3 Beds [AB3],144.0,No discount,45.25288889425141,2001-11-05,07:00:37,1900-01-02 02:38:37,F,1989-01-11,Tokelau,(436)515-3211,Sally,Salazar,Sally.Salazar@gmail.com,GB81XYQN64929807453266,Sally,Salazar,08/26
528,"Porto Heli, Greece (PHE)","Moni Vatopediou, Greece (MVO)",RAPIDLINK JET,ALPHA LINES,4.0,4.0,Cabin-3 Beds [AB3],440.0,Three Children,55.460062109020335,1995-06-08,03:13:27,1900-01-01 05:08:27,M,2000-02-06,British Indian Ocean Territory (Chagos Archipelago),724-821-6124x246,Paul,Thomas,Paul.Thomas@gmail.com,GB84XKSW79567068539494,Paul,Thomas,11/32
529,"Preveza/Lefkas, Greece (PVK)","Agios Kirykos, Greece (AKI)",CORFU SPIRIT,MIKRES KYKLADES,1.0,1.0,Deck/Living Room [D] ,174.0,Three Children,49.98979731555982,2022-07-22,01:38:20,1900-01-01 12:17:20,F,1995-07-05,Jersey,+1-705-902-4803x3348,Theresa,Barrett,Theresa.Barrett@gmail.com,GB50QZGP67442561814497,Theresa,Barrett,01/29
530,"PALAIROS AITOLOAKARNANIAS, Greece (803)","Nea Plagia Chalkidiki, Greece (NPY)",HELLENIC HIGHSPEED,SARONIC FERRIES,8.0,3.0,Cabin-4 Beds [A4K],151.0,College Student,85.5911939854932,2020-10-15,10:21:09,1900-01-01 22:17:09,M,1993-12-03,Ghana,(316)147-9019x95869,Jimmy,Barrett,Jimmy.Barrett@gmail.com,GB19LGPR56718173742041,Jimmy,Barrett,07/29
531,"Nisiros, Greece (NIS)","PUDNA PIERIAS, Greece (823)",SUPERRUNNER JET,AGIA MARINI NE,2.0,2.0,Deck/Living Room [D] ,124.0,No discount,62.852302856333104,2001-03-03,12:41:46,1900-01-01 14:31:46,M,1997-04-28,Romania,+1-330-381-7753x314,Anthony,Miranda,Anthony.Miranda@gmail.com,GB34KLLP10724399467602,Anthony,Miranda,01/30
532,"NEOS MARMARAS KHALKIDIKES, Greece (793)","Klima, Greece (KLI)",ADAMANTIOS KORAIS,DODEKANISSOS SEAWAYS,1.0,1.0,Cabin-4 Beds [AB4],265.0,No discount,88.20155524092114,1995-07-11,09:06:37,1900-01-02 02:10:37,F,1975-11-17,Israel,(545)696-0717x1368,Melinda,Smith,Melinda.Smith@gmail.com,GB38NUSO85121324830905,Melinda,Smith,12/26
533,"Andros, Greece (AND)","Perama Geras Mytilinis, Greece (PGM)",BLUE STAR PAROS,SEA SPEED FERRIES,1.0,1.0,Cabin-3 Beds [AB3],500.0,No discount,12.07211993733239,2008-09-21,01:45:28,1900-01-01 13:55:28,M,1984-11-10,Micronesia,+1-935-588-2596x90407,Matthew,Montoya,Matthew.Montoya@gmail.com,GB66JTDN46643406576394,Matthew,Montoya,01/30
534,"Oropos, Greece (ORO)","KOULOURA AIGIOU, Greece (760)",ANDROS JET,ANE KALYMNOU,6.0,2.0,Deck/Living Room [D] ,469.0,Three Children,76.99272036522994,1973-03-25,06:03:22,1900-01-01 08:28:22,M,2003-08-24,New Zealand,483.138.4100,Clinton,Jackson,Clinton.Jackson@gmail.com,GB82CUZU40759347780225,Clinton,Jackson,12/31
535,"Vrisakia, Greece (VRI)","Tilos, Greece (TIL)",BLUE STAR NAXOS,MINOAN LINES,9.0,4.0,Aviation Seat [ATS],302.0,Hoplites,35.84589686653848,1992-10-16,06:44:55,1900-01-01 16:21:55,M,1987-08-17,Uganda,001-881-524-3344x0047,Michael,Price,Michael.Price@gmail.com,GB80IAHV17788622876770,Michael,Price,06/26
536,"Aigion, Greece (AEN)","Eratini, Greece (ETK)",STAVROS,IONION PELAGOS NE,4.0,3.0,Aviation Seat [ATS],59.0,Three Children,58.05404017922234,1981-11-03,18:46:37,1900-01-02 00:07:37,F,1984-07-01,Micronesia,(211)529-9678,Susan,Morrow,Susan.Morrow@gmail.com,GB25SFCZ93805345626226,Susan,Morrow,08/31
537,"Kyllini, Greece (KYL)","Volos, Greece (VOL)",FOIVOS,SAOS,1.0,2.0,Cabin-4 Beds (Ext.) [A4],346.0,Three Children,14.581675475476807,2020-08-07,14:27:01,1900-01-02 08:40:01,M,1986-04-25,Mauritania,(287)416-6603,Joel,Ferguson,Joel.Ferguson@gmail.com,GB17ALPH17944122749763,Joel,Ferguson,02/30
