fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
"Chios, Greece (JKH)","Drepano Riou, Greece (DRE)",NIKOLAOS,SARONIC FERRIES,7.0,2.0,Aviation Seat [ATS],334.0,No discount,32.42052186967173,2011-03-24,00:12:39,1900-01-01 08:54:39,F,1986-12-14,Antarctica (the territory South of 60 deg S),988-262-2208,Tammy,Holland,Tammy.Holland@gmail.com,GB41RUWV26614714858657,Tammy,Holland,01/26
"Pelasyia, Greece (PEL)","Atalandi, Greece (ATA)",SUPER STAR,ANEK LINES,9.0,1.0,Cabin-4 Beds [AB4],260.0,Three Children,71.70031843925858,2023-09-18,02:40:32,1900-01-01 20:50:32,M,1988-11-19,Northern Mariana Islands,8959536611,Christopher,Whitney,Christopher.Whitney@gmail.com,GB53XFFN99796122013265,Christopher,Whitney,10/28
"PALAIROS AITOLOAKARNANIAS, Greece (803)","Aegina, Greece (AEG)",FLYING DOLPHIN 29,MINOAN LINES,1.0,1.0,Cabin-3 Beds [AB3],202.0,Having many children,45.44324899259545,1987-11-14,09:41:09,1900-01-02 00:59:09,M,1999-02-27,Namibia,001-482-691-2087,Michael,Price,Michael.Price@gmail.com,GB47COLH43094966852810,Michael,Price,10/30
"Astakos, Greece (AST)","Gythion, Greece (GYT)",H/S/C SANTORINI PALACE,SEBECO LINES,3.0,2.0,Cabin-4 Beds [AB4],149.0,Retired NAT,76.24734179071257,2005-04-23,20:51:34,1900-01-02 10:59:34,F,2000-08-21,Panama,319.915.7663,Marie,Reed,Marie.Reed@gmail.com,GB08TYPN54915622961813,Marie,Reed,10/31
"Katakolon, Greece (KAK)","Agiokampos Larissas, Greece (AGK)",VENUS 1,GOUTOS LINES,4.0,5.0,Cabin-3 Beds (Ext.) [A3],172.0,Three Children,79.39483922599112,1985-03-24,12:33:11,1900-01-02 06:22:11,M,1997-04-01,Christmas Island,+1-021-727-2605,Samuel,Caldwell,Samuel.Caldwell@gmail.com,GB36OKJN59840831197141,Samuel,Caldwell,09/28
"Brindisi, Greece (ITBDS)","Frikes Ithakis, Greece (SAT)",FLYINGCAT 5,KATEROS,8.0,5.0,Aviation Seat [ATS],61.0,Having many children,56.412793894978144,2008-01-01,06:57:15,1900-01-02 01:54:15,F,1971-09-07,Belize,8300472011,Amber,Myers,Amber.Myers@gmail.com,GB93RFBU88542228195336,Amber,Myers,11/24
"Syros (Syra), Greece (JSY)","Anafi, Greece (ANA)",SUPERFAST II,TWOWAY FERRIES,7.0,3.0,Cabin-3 Beds (Ext.) [A3],360.0,Having many children,22.505494327797265,2021-01-30,22:20:14,1900-01-01 23:28:14,M,1981-10-30,Zimbabwe,+1-664-275-0423,Matthew,Benjamin,Matthew.Benjamin@gmail.com,GB10FALH99723495254147,Matthew,Benjamin,04/28
"Isthmia, Greece (ITM)","Perea, Greece (PRR)",CONTESSA DI LEVANTE,MINOAN LINES,2.0,3.0,Aviation Seat [ATS],239.0,No discount,74.52118429663695,1986-05-10,07:13:19,1900-01-01 14:45:19,M,1992-10-05,British Indian Ocean Territory (Chagos Archipelago),001-119-445-5855,Edward,Valdez,Edward.Valdez@gmail.com,GB61BCGS98961479168054,Edward,Valdez,11/31
"Agria, Greece (AGA)","Kalathos Rodou, Greece (KLD)",SPORADES STAR,LEBANTE FERRIES,1.0,2.0,Cabin-2 Beds (Ext.) [AA2],43.0,Having many children,92.83336931674022,1988-03-12,12:13:11,1900-01-01 13:16:11,F,1979-10-29,Germany,304-002-2353,Karen,Davis,Karen.Davis@gmail.com,GB38PLIB23743368972034,Karen,Davis,07/23
"Samothraki, Greece (SAM)","Mytilene, Greece (MJT)",AERO 2 HIGHSPEED,DODEKANISSOS SEAWAYS,1.0,1.0,Cabin-3 Beds [AB3],122.0,Hoplites,49.553973423893545,2015-10-17,13:51:18,1900-01-01 19:38:18,F,1995-03-01,Greenland,106.444.6234,Victoria,Cooley,Victoria.Cooley@gmail.com,GB24NMTW19242221041345,Victoria,Cooley,09/25
"Kyllini, Greece (KYL)","KORONE MESSENIAS, Greece (756)",AGIOS NEKTARIOS,GOUTOS LINES,3.0,4.0,Deck/Living Room [D] ,249.0,Having many children,64.65197278871875,2019-05-19,03:59:17,1900-01-01 20:42:17,M,2002-01-21,Iran,+1-556-430-9886,Alexander,Jenkins,Alexander.Jenkins@gmail.com,GB21BFYZ06067859176042,Alexander,Jenkins,11/27
"Stylida (Stylis), Greece (SYS)","Psara, Greece (PAA)",IONION PELAGOS,SEBECO LINES,9.0,9.0,Cabin-4 Beds [AB4],476.0,Three Children,38.18228193966962,1976-04-26,13:40:22,1900-01-02 00:19:22,F,1984-10-25,Montserrat,(183)611-5894,Julia,Thompson,Julia.Thompson@gmail.com,GB39OKNS95629359872643,Julia,Thompson,04/25
"AGIOS NIKOLAOS KHALKIDIKES, Greece (706)","Seriphos, Greece (SER)",AERO 2 HIGHSPEED,SEA SPEED FERRIES,2.0,3.0,Aviation Seat [ATS],57.0,College Student,82.08077957647454,1982-05-18,13:04:02,1900-01-01 17:34:02,M,1999-01-21,Algeria,7929166728,William,Nguyen,William.Nguyen@gmail.com,GB93JAFT03314222672479,William,Nguyen,07/28
"Kimi (Kymi), Greece (KIM)","PUDNA PIERIAS, Greece (823)",BLUE STAR PATMOS,MINOAN LINES,8.0,7.0,Cabin-4 Beds [A4K],67.0,Three Children,99.88949920021807,1990-07-14,16:06:24,1900-01-02 10:25:24,M,1996-11-11,Bulgaria,472.107.1032,Scott,Taylor,Scott.Taylor@gmail.com,GB40XBMX40632210773507,Scott,Taylor,06/31
"KERAMEIA LESVOS, Greece (751)","Eginion, Greece (EGI)",Η/S/F FESTOS PALACΕ,MINOAN LINES,10.0,8.0,Cabin-4 Beds [AB4],151.0,Having many children,71.2440359488466,1981-03-23,11:21:28,1900-01-01 15:58:28,M,1974-04-12,Romania,250-930-3004,Edward,Herrera,Edward.Herrera@gmail.com,GB82ZAUY33258271047043,Edward,Herrera,01/32
"Oia Kyklades, Greece (OIK)","Koufonissia Kykladon, Greece (KOF)",BLUE STAR 2,ZANTE FERRIES ,7.0,8.0,Cabin-2 Beds (Ext.) [AA2],183.0,Having many children,61.28277327340789,2008-03-15,06:17:09,1900-01-01 19:17:09,M,2002-01-22,Kyrgyz Republic,001-157-919-0335,Matthew,King,Matthew.King@gmail.com,GB40JKYA33661044907447,Matthew,King,07/26
"Tolo Argolidos, Greece (TLA)","Chios, Greece (JKH)",ERATO,DODEKANISSOS SEAWAYS,7.0,7.0,Cabin-3 Beds (Ext.) [A3],433.0,College Student,51.8446296543259,1975-02-01,20:55:20,1900-01-02 14:30:20,F,1986-03-27,Serbia,001-500-847-8552,Sandra,Carter,Sandra.Carter@gmail.com,GB84NFPU69672822924545,Sandra,Carter,07/27
"Astypalaia, Greece (JTY)","Lavrion (Laurium), Greece (LAV)",KERKIRA,ΑΤΤΙCA GROUP,1.0,1.0,Cabin-4 Beds [AB4],205.0,College Student,93.90126160919633,2016-11-06,20:11:33,1900-01-01 21:35:33,M,1979-10-06,Congo,+1-249-485-0703,Ronald,Clark,Ronald.Clark@gmail.com,GB22JYUJ49129399589922,Ronald,Clark,07/24
"MARONEIA SETEIAS, Greece (774)","Glyfada Saronikou, Greece (GFD)",EXPRESS SKIATHOS,SEA SPEED FERRIES,2.0,1.0,Cabin-2 Beds (Ext.) [AA2],398.0,Hoplites,57.82080925532557,1994-07-02,07:16:04,1900-01-01 14:20:04,F,1994-12-23,Gibraltar,4469408916,Elizabeth,Rice,Elizabeth.Rice@gmail.com,GB73EOTY72831296492017,Elizabeth,Rice,03/27
"Kardamaina Kos, Greece (KRM)","KORTHION ANDROU, Greece (755)",SEMPEKO 2,ANE KALYMNOU,8.0,6.0,Cabin-4 Beds [A4K],365.0,Having many children,46.81962478958756,1976-03-31,05:27:28,1900-01-01 10:32:28,F,1992-02-27,Bahrain,2773065237,Amy,Mitchell,Amy.Mitchell@gmail.com,GB54ICOR98453646917965,Amy,Mitchell,09/23
"Mathraki Diapontioi Island, Greece (MTR)","Meganisi, Greece (MGN)",IONION PELAGOS,ANE KALYMNOU,6.0,3.0,Cabin-4 Beds (Ext.) [A4],142.0,Three Children,74.36532265220929,2004-04-15,17:21:33,1900-01-02 06:27:33,M,1979-09-12,Fiji,282-830-3415,John,Martinez,John.Martinez@gmail.com,GB52GWCP99090618945106,John,Martinez,05/26
"Vatika Bay, Greece (VAB)","Vouliagmeni, Greece (VLM)",SUPER STAR,KERKYRAIKES GRAMMES,4.0,2.0,Aviation Seat [ATS],381.0,Having many children,76.17800640802173,1984-12-20,21:44:37,1900-01-02 01:11:37,F,2001-12-05,Saint Barthelemy,676.820.8256,Angela,Duncan,Angela.Duncan@gmail.com,GB42OBGO29903088751371,Angela,Duncan,10/25
"Souvala, Greece (SLA)","Agnontas Skopelos, Greece (ANL)",F/B KIDON,ANEK LINES,2.0,2.0,Aviation Seat [ATS],160.0,Having many children,74.71881802560722,1987-04-26,21:06:12,1900-01-02 11:23:12,F,1978-10-18,Aruba,(316)513-9829,Kristen,Huynh,Kristen.Huynh@gmail.com,GB18CQHR47453396987194,Kristen,Huynh,12/28
"Nea Moudhania, Greece (NMA)","MOURTOS THESPROTIAS, Greece (781)",THUNDER,DODEKANISSOS SEAWAYS,8.0,4.0,Deck/Living Room [D] ,291.0,Retired NAT,38.70891635157974,1991-05-04,11:18:42,1900-01-02 01:57:42,F,1972-03-14,Bhutan,5364823532,Christina,Stephens,Christina.Stephens@gmail.com,GB23KIGA72159055510963,Christina,Stephens,05/27
"BATHU KALUMNOU, Greece (721)","MAKRE EBROU, Greece (770)",F/B IONIS,KERKYRAIKES GRAMMES,4.0,2.0,Cabin-2 Beds (Ext.) [AA2],352.0,College Student,78.37961169818568,2011-03-07,00:23:34,1900-01-01 04:23:34,M,1989-10-25,Philippines,001-378-820-0981,David,Sandoval,David.Sandoval@gmail.com,GB18VERY97757982355535,David,Sandoval,08/24
"Asprovalta, Greece (APV)","Stavrochorion, Greece (SCR)",PROTEAS,ANEK LINES,8.0,6.0,Deck/Living Room [D] ,124.0,Retired NAT,57.92625524098704,2014-05-19,01:48:48,1900-01-01 19:04:48,M,1979-11-01,Canada,(655)005-9711,Kevin,Bender,Kevin.Bender@gmail.com,GB43WGIF23239185354125,Kevin,Bender,02/32
"MELINE BOLOU, Greece (777)","Menidi, Greece (MEN)",Η/S/F KYDON PALACΕ,KERKYRAIKES GRAMMES,9.0,6.0,Cabin-2 Beds (Ext.) [AA2],289.0,No discount,89.07182224397887,2023-09-09,09:10:27,1900-01-01 14:17:27,M,1989-07-02,Tunisia,882.692.3799,James,Hoffman,James.Hoffman@gmail.com,GB12GCMH92836873712296,James,Hoffman,10/31
"Linoperamata Hrakliou, Greece (LIN)","KOTRONAS LAKONIAS, Greece (757)",ACHAIOS,LEBANTE FERRIES,8.0,3.0,Aviation Seat [ATS],344.0,Retired NAT,31.750828963215454,2006-02-21,00:39:13,1900-01-01 18:12:13,F,2002-10-24,Ghana,+1-217-699-7275,Ashley,Ochoa,Ashley.Ochoa@gmail.com,GB43DWHN86201950722220,Ashley,Ochoa,01/29
"Eydilos, Greece (EYD)","Kastos Island, Greece (KSI)",FLYING DOLPHIN 19,SEBECO LINES,7.0,8.0,Cabin-4 Beds [AB4],143.0,College Student,35.75150553987682,1977-01-27,19:17:57,1900-01-02 06:10:57,M,2002-05-10,Martinique,001-393-339-1930,Chris,Terry,Chris.Terry@gmail.com,GB52UBWN99408713887307,Chris,Terry,08/28
"KAMEIROS SKALA RHODES, Greece (KSK)","Samos, Greece (SMI)",NISOS KALIMNOS,KERKYRAIKES GRAMMES,4.0,3.0,Cabin-3 Beds [AB3],373.0,College Student,84.42694607864688,2021-05-27,02:23:52,1900-01-01 11:36:52,M,2003-06-02,Belize,852-389-7922,Scott,Cain,Scott.Cain@gmail.com,GB07VYQN91321532325806,Scott,Cain,07/28
"Orei, Greece (ORE)","Mirina, Greece (MYR)",EUDOKIA,SAOS,7.0,7.0,Deck/Living Room [D] ,172.0,Retired NAT,68.64745529000552,1971-03-23,13:13:14,1900-01-01 14:33:14,F,1993-09-22,Australia,282.432.9722,Lisa,Rodriguez,Lisa.Rodriguez@gmail.com,GB74XGGU64469580083289,Lisa,Rodriguez,06/29
"Isthmia, Greece (ITM)","Moudhros, Greece (MDR)",SIFNOS JET,ANE KALYMNOU,2.0,1.0,Cabin-3 Beds [AB3],246.0,College Student,50.15464019456321,2000-11-26,21:10:49,1900-01-02 16:19:49,M,1980-01-16,Oman,+1-230-278-6554,Jack,Barrett,Jack.Barrett@gmail.com,GB34DKPP73762247048382,Jack,Barrett,07/26
"Mesta Hiou, Greece (MHI)","Mylaki, Greece (MYL)",CONTESSA DI LEVANTE,LEBANTE FERRIES,4.0,2.0,Cabin-3 Beds [AB3],112.0,Having many children,41.03229938962366,1981-02-12,04:30:27,1900-01-01 23:17:27,M,1972-06-20,Egypt,(387)061-4620,Corey,Alvarado,Corey.Alvarado@gmail.com,GB79WVEJ45778972145051,Corey,Alvarado,11/24
"Thira, Greece (JTR)","PALIOURI KHALKIDIKES, Greece (805)",PANAGIA SPILIANI,TRITON FERRIES,6.0,7.0,Cabin-2 Beds [A2K],310.0,Retired NAT,60.8254393888334,1981-11-03,11:26:37,1900-01-02 05:15:37,M,2001-12-12,Bangladesh,(252)933-2519,Joseph,Schultz,Joseph.Schultz@gmail.com,GB89SMJX22481651645753,Joseph,Schultz,12/29
"Poros Trizinias, Greece (PTR)","Rhodes, Greece (RHO)",AQUA BLUE,MIKRES KYKLADES,3.0,2.0,Cabin-4 Beds [AB4],466.0,Hoplites,69.69691350666203,1988-12-11,00:41:19,1900-01-01 12:51:19,F,1995-11-05,Svalbard & Jan Mayen Islands,5231650504,Nancy,Parker,Nancy.Parker@gmail.com,GB32SRTH94809327042456,Nancy,Parker,01/27
"RAKHAI PHTHIOTIDAS, Greece (825)","Thirasia, Greece (TRS)",DODEKANISOS PRIDE,LEBANTE FERRIES,2.0,3.0,Cabin-2 Beds (Ext.) [AA2],153.0,College Student,32.50618092060091,2006-11-29,09:59:41,1900-01-01 11:50:41,F,1976-05-28,Hong Kong,481-363-3370,Elizabeth,Maldonado,Elizabeth.Maldonado@gmail.com,GB81AEVM95036843841850,Elizabeth,Maldonado,05/30
"Peyki Evvoias, Greece (PYV)","Kiparissia, Greece (KIP)",FOIVOS,FAST FERRIES,8.0,3.0,Cabin-2 Beds (Ext.) [AA2],110.0,No discount,56.307564360722154,2019-04-04,22:04:01,1900-01-02 00:14:01,M,1995-06-13,Italy,(779)362-9845,Steven,Barber,Steven.Barber@gmail.com,GB39DTRG97154709207423,Steven,Barber,08/23
"Volos, Greece (VOL)","Halikarnassus (Bodrum), Greece (TRBXN)",SEAJET2,ZANTE FERRIES ,9.0,3.0,Cabin-3 Beds [AB3],237.0,Having many children,61.81995863553651,2016-08-02,03:25:33,1900-01-01 15:52:33,M,1987-01-10,Georgia,+1-219-473-9925,Anthony,Bennett,Anthony.Bennett@gmail.com,GB74ZFGG18187293223018,Anthony,Bennett,05/24
"LOUTRAKI KORINTHIAS, Greece (769)","Kalathos Rodou, Greece (KLD)",BLUE CARRIER 1,ANEK LINES,2.0,2.0,Deck/Living Room [D] ,410.0,Retired NAT,76.00853192469495,1972-12-15,05:43:30,1900-01-01 19:30:30,M,1995-03-02,Taiwan,449.895.6792,James,Griffin,James.Griffin@gmail.com,GB65NHQL80712141850518,James,Griffin,06/25
"MOURTOS THESPROTIAS, Greece (781)","Akhillion, Greece (AKH)",BLUE STAR CHIOS,AGIA MARINI NE,8.0,6.0,Cabin-4 Beds (Ext.) [A4],355.0,College Student,85.5999126214784,2005-10-10,22:19:32,1900-01-02 04:06:32,M,1990-01-21,Dominican Republic,595-072-9477,John,Hernandez,John.Hernandez@gmail.com,GB69HJDU05737507201816,John,Hernandez,09/32
"Tolo Argolidos, Greece (TLA)","Arkioi Dodekanissou, Greece (ARD)",Η/S/F KNOSSOS PALACΕ,SEAJETS,8.0,6.0,Aviation Seat [ATS],213.0,Hoplites,49.358083436844915,2005-05-29,03:20:49,1900-01-01 05:43:49,F,1985-02-03,Cameroon,(919)437-1674,Dana,Hernandez,Dana.Hernandez@gmail.com,GB30VFDQ26276911261264,Dana,Hernandez,05/25
"Sikionia, Greece (SIK)","Pelasyia, Greece (PEL)",ANO CHORA,ΑΤΤΙCA GROUP,2.0,1.0,Aviation Seat [ATS],39.0,College Student,14.16742593831449,2000-07-11,04:22:50,1900-01-01 21:49:50,M,1976-12-07,Bulgaria,(608)079-4120,Darryl,Brown,Darryl.Brown@gmail.com,GB78UZBT21061037264305,Darryl,Brown,11/26
"KOTSINAS LEMNOU, Greece (758)","Yali Island, Greece (YLI)",STAVROS,MINOAN LINES,5.0,6.0,Cabin-3 Beds (Ext.) [A3],477.0,Hoplites,16.539231945115688,2005-10-07,17:22:12,1900-01-02 04:38:12,M,1980-08-12,Singapore,(501)060-0856,Dustin,Case,Dustin.Case@gmail.com,GB14UXFW08426044278984,Dustin,Case,11/28
"Saint Nicolas, Greece (STN)","Altsi, Greece (ATS)",FLYING DOLPHIN 19,MIKRES KYKLADES,3.0,3.0,Cabin-4 Beds (Ext.) [A4],433.0,Retired NAT,13.713627759880403,2009-12-01,16:12:28,1900-01-01 21:27:28,F,1984-03-28,Bhutan,+1-339-904-1268,Jennifer,Hunt,Jennifer.Hunt@gmail.com,GB58BOPA27394990197225,Jennifer,Hunt,01/27
"RAKHAI PHTHIOTIDAS, Greece (825)","Agia Pelagia, Greece (APE)",SEMPEKO 2,SAOS,7.0,4.0,Cabin-4 Beds (Ext.) [A4],16.0,Having many children,74.02876416306626,1987-09-06,13:27:03,1900-01-01 14:50:03,M,1999-12-14,Sri Lanka,5396182763,Justin,Vaughn,Justin.Vaughn@gmail.com,GB96IBES88707070574626,Justin,Vaughn,03/30
"Andros, Greece (AND)","Kimasi, Greece (KYM)",OLYMPUS,ANEK LINES,1.0,1.0,Cabin-2 Beds [A2K],450.0,No discount,21.35315129102685,2014-12-12,00:41:14,1900-01-01 02:57:14,F,1971-05-09,United Kingdom,362.771.8210,Samantha,Gallagher,Samantha.Gallagher@gmail.com,GB54CDGB65342718798299,Samantha,Gallagher,08/23
"Edipsos, Greece (EDI)","Ancona, Greece (ITAOI)",ANO CHORA,ANE KALYMNOU,7.0,7.0,Aviation Seat [ATS],44.0,No discount,83.00540668834665,1975-09-26,16:24:29,1900-01-02 10:13:29,M,1970-12-28,French Polynesia,673-131-6374,Charles,Fox,Charles.Fox@gmail.com,GB55CUUY30313387444641,Charles,Fox,07/31
"Tolo Argolidos, Greece (TLA)","Plomarion, Greece (PLM)",FLYINGCAT 5,TWOWAY FERRIES,6.0,7.0,Cabin-2 Beds (Ext.) [AA2],90.0,Hoplites,44.02296286526977,1976-01-23,13:59:08,1900-01-01 22:20:08,F,1976-06-16,Seychelles,001-904-480-3857,Jasmine,Bates,Jasmine.Bates@gmail.com,GB36HPPZ43120598599668,Jasmine,Bates,09/24
"Bari, Greece (ITBRI)","Anafi, Greece (ANA)",NISOS SAMOS,IONION PELAGOS NE,1.0,2.0,Deck/Living Room [D] ,289.0,Three Children,82.15756051599269,1982-06-09,20:52:14,1900-01-02 01:17:14,F,1994-08-17,Macao,182.287.6224,Alexis,Booker,Alexis.Booker@gmail.com,GB77JEPK16786487672859,Alexis,Booker,04/23
"Halki Dodekanison, Greece (HAL)","PALIOURI KHALKIDIKES, Greece (805)",SEAJET2,SEBECO LINES,5.0,6.0,Aviation Seat [ATS],118.0,Hoplites,43.33443480649476,1974-05-29,05:39:13,1900-01-01 18:27:13,F,1977-08-22,France,+1-551-231-4515,Sarah,Douglas,Sarah.Douglas@gmail.com,GB40IDMD40993679113063,Sarah,Douglas,08/29
"Pythagoreion, Greece (PYT)","Schinousa Kykladon, Greece (SHC)",SUPERJET,GOUTOS LINES,9.0,1.0,Cabin-4 Beds [A4K],277.0,College Student,17.38303784944955,1972-07-06,20:54:08,1900-01-02 15:45:08,F,1994-05-09,Haiti,+1-913-040-5153,Sandra,Wilson,Sandra.Wilson@gmail.com,GB87SWTY14791070100171,Sandra,Wilson,03/29
"Agios Stefanos Corfu, Greece (ASF)","Antiparos, Greece (ANP)",SEMPEKO,AGIA MARINI NE,10.0,4.0,Cabin-2 Beds (Ext.) [AA2],486.0,College Student,53.594477352467855,1998-07-08,11:32:42,1900-01-01 19:24:42,M,1986-10-09,Niue,6748107963,James,Brown,James.Brown@gmail.com,GB79FLLK39416019552276,James,Brown,12/25
"Nea Moudhania, Greece (NMA)","Prinos Thassou, Greece (PPI)",SIFNOS JET,ZANTE FERRIES ,8.0,5.0,Cabin-2 Beds (Ext.) [AA2],192.0,No discount,32.647033827562126,2021-02-14,02:39:24,1900-01-01 16:23:24,F,1982-10-23,Wallis and Futuna,+1-947-630-2211,Amanda,David,Amanda.David@gmail.com,GB36OTKN18929829705770,Amanda,David,10/25
"PAMPHILA LESBOU, Greece (806)","Anafi, Greece (ANA)",F/B IONIS,SEA SPEED FERRIES,3.0,4.0,Deck/Living Room [D] ,197.0,Retired NAT,54.83890250004986,1977-08-25,21:40:10,1900-01-02 01:57:10,M,1990-04-12,Armenia,074.226.1601,Hunter,Hughes,Hunter.Hughes@gmail.com,GB64FYCJ16020556602070,Hunter,Hughes,12/29
"PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)","Monemvasia, Greece (MON)",POSEIDON HELLAS,DODEKANISSOS SEAWAYS,8.0,5.0,Cabin-2 Beds (Ext.) [A2],218.0,Having many children,12.269260925099474,2014-08-20,21:37:23,1900-01-02 07:50:23,F,1979-03-06,Saint Barthelemy,424-270-4046,Kimberly,Andrews,Kimberly.Andrews@gmail.com,GB22VIXK66744736531824,Kimberly,Andrews,05/29
"PLATAMONAS PIERIAS, Greece (816)","PORTO LAPHIA EUBOIAS, Greece (821)",ERATO,AEGEAN FLYING DOLPHINS,1.0,2.0,Cabin-2 Beds (Ext.) [A2],237.0,Retired NAT,24.15090512396481,2002-12-29,10:49:05,1900-01-01 16:32:05,M,2004-10-04,Cuba,(146)452-1091,Trevor,Middleton,Trevor.Middleton@gmail.com,GB60MHIG96568602970646,Trevor,Middleton,02/29
"Yali Island, Greece (YLI)","PUDNA PIERIAS, Greece (823)",HELLENIC HIGHSPEED,ANES FERRIES,5.0,1.0,Deck/Living Room [D] ,419.0,Having many children,27.13874978781749,2004-01-04,01:36:14,1900-01-01 04:06:14,F,1974-06-16,Luxembourg,2603679563,Hannah,Nash,Hannah.Nash@gmail.com,GB02HNWU30280422158804,Hannah,Nash,04/31
"EPANOME THESSALONIKES, Greece (735)","Agia Galini Rethimnou, Greece (PIL)",THEOLOGOS P,ANE KALYMNOU,2.0,1.0,Cabin-3 Beds [AB3],391.0,Having many children,42.507149828445414,1988-03-20,03:06:07,1900-01-01 18:06:07,F,1997-04-12,Nigeria,2152128350,Felicia,Cantu,Felicia.Cantu@gmail.com,GB57NOZX16413494746271,Felicia,Cantu,04/26
"Kiparissia, Greece (KIP)","Mirina, Greece (MYR)",F/B PORFYROUSA,MINOAN LINES,9.0,2.0,Deck/Living Room [D] ,267.0,Three Children,97.69020975064538,2018-03-28,11:23:58,1900-01-02 04:00:58,F,1998-07-06,Sudan,795.099.5980,Suzanne,Garcia,Suzanne.Garcia@gmail.com,GB06CNGP73186329009972,Suzanne,Garcia,01/26
"Khora Sfakion, Greece (CSF)","Patmos, Greece (PMS)",KALYMNOS DOLPHIN,ALPHA LINES,3.0,1.0,Cabin-2 Beds (Ext.) [AA2],222.0,Having many children,82.9808238766839,2001-06-16,15:48:55,1900-01-02 01:00:55,M,1999-02-13,Vanuatu,604.929.3572,Tyler,Coleman,Tyler.Coleman@gmail.com,GB15GNWP85411926735907,Tyler,Coleman,08/25
"Aigion, Greece (AEN)","KUPARISSI LAKONIAS, Greece (762)",VENUS 1,SARONIC FERRIES,5.0,4.0,Cabin-2 Beds (Ext.) [A2],482.0,No discount,47.40638243600429,1991-09-20,10:51:03,1900-01-02 03:04:03,F,1979-04-01,Hungary,170-022-1353,Suzanne,Leach,Suzanne.Leach@gmail.com,GB85PTAM67567385655263,Suzanne,Leach,10/28
"Keratsinion, Greece (KTS)","Khora Sfakion, Greece (CSF)",SEMPEKO 2,ANEK LINES,7.0,7.0,Cabin-2 Beds [A2K],138.0,No discount,37.94754757759593,2012-06-21,04:28:49,1900-01-01 16:46:49,F,1976-11-23,Guadeloupe,(939)835-0237,Leslie,Sanders,Leslie.Sanders@gmail.com,GB94ZVNA85206071967106,Leslie,Sanders,06/28
"AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)","Eleftheres, Greece (ELT)",SEAJET2,SAOS,2.0,2.0,Cabin-2 Beds (Ext.) [AA2],133.0,No discount,58.62161484340234,2012-03-09,09:35:39,1900-01-01 22:18:39,M,1993-08-17,Mongolia,0075068127,Garrett,Medina,Garrett.Medina@gmail.com,GB54WEJG37221654916643,Garrett,Medina,11/30
"Skiathos, Greece (JSI)","Katapola, Greece (KTP)",KEFALONIA,ANE KALYMNOU,3.0,1.0,Cabin-2 Beds (Ext.) [AA2],240.0,Hoplites,66.44403540923811,1972-09-01,15:32:19,1900-01-01 20:32:19,M,1988-10-01,Bolivia,+1-784-121-0411,Russell,Lutz,Russell.Lutz@gmail.com,GB75TYIP77349755452414,Russell,Lutz,05/30
"KOTRONAS LAKONIAS, Greece (757)","Kosta Ermionidas, Greece (KEM)",BLUE GALAXY,DODEKANISSOS SEAWAYS,3.0,2.0,Cabin-3 Beds [AB3],386.0,College Student,62.64223251080546,1998-02-12,23:17:33,1900-01-02 06:11:33,M,1997-10-12,Ecuador,746-552-6623,Phillip,Peterson,Phillip.Peterson@gmail.com,GB10ORIS78878683483620,Phillip,Peterson,09/26
"Linoperamata Hrakliou, Greece (LIN)","Ierissos, Greece (IES)",Η/S/F FESTOS PALACΕ,KATEROS,3.0,4.0,Cabin-2 Beds (Ext.) [AA2],380.0,Three Children,69.98781720070944,1989-01-06,22:04:41,1900-01-02 08:38:41,M,2001-12-17,Myanmar,3522947364,Benjamin,Browning,Benjamin.Browning@gmail.com,GB93MYNQ26299323500550,Benjamin,Browning,02/28
"Oia Kyklades, Greece (OIK)","MARATHOKAMPOS SAMOU, Greece (MKP)",IONION PELAGOS,AGIA MARINI NE,4.0,1.0,Cabin-2 Beds [A2K],447.0,No discount,26.00423016859977,1985-06-20,08:06:59,1900-01-01 13:38:59,M,1988-01-03,Nicaragua,201-573-0334,Jonathan,Travis,Jonathan.Travis@gmail.com,GB88ZWAL45704354024827,Jonathan,Travis,06/26
"Istanbul, Greece (TR-IST)","Stavros Halkidikis, Greece (SHA)",Η/S/F FESTOS PALACΕ,TRITON FERRIES,7.0,6.0,Cabin-4 Beds [AB4],157.0,No discount,23.67109113281459,2000-01-12,15:26:11,1900-01-02 03:29:11,M,1973-10-09,Mozambique,+1-277-734-5953,Donald,Copeland,Donald.Copeland@gmail.com,GB10EOKA57274205792994,Donald,Copeland,10/32
"Mirina, Greece (MYR)","Othonoi, Greece (OTH)",ADAMANTIOS KORAIS,ANE KALYMNOU,3.0,3.0,Cabin-4 Beds [A4K],268.0,Hoplites,56.62800831175174,2021-07-14,13:05:08,1900-01-01 18:02:08,M,1975-12-20,India,001-289-792-6113,Brandon,Hale,Brandon.Hale@gmail.com,GB22AFYG64577435135914,Brandon,Hale,12/26
